commit_id,commit_date,commit_content,commit_author,commit_type
e8430e6d61194f6a326cf8a48642f4c3778072d9,Wed Aug 07 00:00:00 EDT 2013,Updated to latest p-u and p-int ,Kristian Rosenvold,commit
515c006dc7c982eeff809c649856da5b116ba3fd,Tue Aug 06 00:00:00 EDT 2013,Modello 1.8  p-int 1.18 ,Kristian Rosenvold,commit
7ab8d94f9779224cd1da51783f3ea6263d9d7186,Tue Aug 06 00:00:00 EDT 2013,Updated p-u ,Kristian Rosenvold,commit
2d33fad18c86ece8eb7a25b6d95dbdda9c9595ab,Fri Aug 02 00:00:00 EDT 2013,give coordinates of plexus configuration files used to define content,Herv� Boutemy,commit
19b0bb3ff391fe4b5ce8194ea5df893ddb70838d,Fri Aug 02 00:00:00 EDT 2013,link to SLF4J documentation on switching SLF4J binding,Herv� Boutemy,commit
8bbfb6f3c2e6a7268b6542ec7ff86c5facbaa53b,Fri Aug 02 00:00:00 EDT 2013,more explanations on logger names,Herv� Boutemy,commit
f63335c4e69eebfc1495e982f6995cefd4dd635b,Fri Aug 02 00:00:00 EDT 2013,more details on logging implementation,Herv� Boutemy,commit
7cb432874f876758e75f689b99b5d46a680dabe1,Thu Aug 01 00:00:00 EDT 2013,avoid warning when running 'mvn site' without reporting profile,Herv� Boutemy,commit
ea97145dfc3dc0bd7a1c795b5af89dc3b59da76b,Thu Aug 01 00:00:00 EDT 2013,javadoc improvement,Herv� Boutemy,commit
aaa198abfb518896c49a98b6b280b60d83dc6e8b,Thu Aug 01 00:00:00 EDT 2013,improved logging documentation,Herv� Boutemy,commit
0dde561629b35f99459f14e408091d343d599884,Thu Aug 01 00:00:00 EDT 2013,update slf4j-api to latest,Herv� Boutemy,commit
a58b91819c42c0a5a8616dc5562ba42287fa0f24,Sun Jul 28 00:00:00 EDT 2013,Add missing license header. ,Dennis Lundberg,commit
b83de53e860d1fd9c110d82d50925a20ac7fd945,Sun Jul 28 00:00:00 EDT 2013,[MNG-5500] tracking file is now _remote.repositories (was _maven.repositories in Maven 3.0.x),Herv� Boutemy,commit
82eba2a03f90ce9b38bc1fb2b58b9b515ecd53a9,Sun Jul 28 00:00:00 EDT 2013,improved javadoc,Herv� Boutemy,commit
2351cc1bb94c3bb75c6132d1a0a7c3ab0ef53063,Sun Jul 28 00:00:00 EDT 2013,added a link to ExceptionHandler in the "useful entry points" section,Herv� Boutemy,commit
7ffd13af5fe317d152e211be506f5a686eab0504,Sat Jul 27 00:00:00 EDT 2013,added links to toolchains descriptor reference,Herv� Boutemy,commit
8009c099a007f37f1a88d3891494395ba28ce2f5,Sat Jul 27 00:00:00 EDT 2013,prefer DuplicatProjectException in same package and explicit package for org.apache.maven.project.DuplicatProjectException,Herv� Boutemy,commit
e084ff3b8c04bdfdac62a28a1bef8ec87762d4dc,Fri Jul 26 00:00:00 EDT 2013,o change the scope of org.eclipse.sisu to test in the maven-aether-provider to prevent it from leaking out to clients. ,Jason van Zyl,commit
060950413361f788484e167a6e9b7c611d50de86,Fri Jul 26 00:00:00 EDT 2013,o update to sisu 0.0.0.M5 ,Jason van Zyl,commit
5cfcb2f5b0ddb6571283b7086b9a8ff9ba531726,Sun Jul 21 00:00:00 EDT 2013,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/maven ,Jason van Zyl,commit
5e771fb4a425eaabb524181a0378ff5aba8d8463,Sun Jul 21 00:00:00 EDT 2013,o remove exception for rat plugin ,Jason van Zyl,commit
9d6b57c5d7c85bb39006870bca7184317d1f2b81,Sun Jul 21 00:00:00 EDT 2013,o moved to the wiki: https://cwiki.apache.org/confluence/display/MAVEN/Compatibility+with+Maven+2.x ,Jason van Zyl,commit
d5259127eda2b3f7a1c0d6c90fe34ad1d9be3ea9,Sat Jul 20 00:00:00 EDT 2013,add missing @since 3.0.2 ,Olivier Lamy,commit
e2f99c2ca573a5bb54e6fd07407c9f70ba700c26,Sat Jul 20 00:00:00 EDT 2013,add missing @since 3.1.0 ,Olivier Lamy,commit
465202c5058ddeee7638c03743308de656ee9734,Fri Jul 19 00:00:00 EDT 2013,added a link to ArtifactHandler API,Herv� Boutemy,commit
a2d30c322e6d54272a230ee39bf129f43ea8324a,Fri Jul 19 00:00:00 EDT 2013,bump to 3.1.1-SNAPSHOT,Herv� Boutemy,commit
9f7d5171feeb79b46147d7e1b858db6d1d28558b,Thu Jul 18 00:00:00 EDT 2013,narrow the exclusion ,Stephen Connolly,commit
9f8eabce229871d3dbb8070ea7b41c479f0f3b05,Mon Jul 15 00:00:00 EDT 2013,Bump to 3.2-SNAPSHOT ,Arnaud He?ritier,commit
380dc43a7abb6878962e4c133bd9c02e4330dd23,Mon Jul 08 00:00:00 EDT 2013,Use the latest remote-resources snapshot (for now  testing purposes) to update the license links ,Daniel Kulp,commit
50a24e5418a5eecfec5caa2502c59be3bd1b67a0,Mon Jul 08 00:00:00 EDT 2013,upgrade to rat:0.9 and defensively prepare for maven-parent 24 ,Stephen Connolly,commit
7bb5f1957a3bd9ee8357f8ddaee6f61e975ae954,Tue Jul 02 00:00:00 EDT 2013,s/The Maven distribution/The Apache Maven distribution Reported by Sebb ,Arnaud He?ritier,commit
b4dc8931f2cc7b56302df78c03a7db57211cd3a7,Mon Jul 01 00:00:00 EDT 2013,Some updates to start working on a proper LICENCE/NOTICE ,Daniel Kulp,commit
1a6bc627649edb2ec992b843104a473c790ad50d,Sat Jun 29 00:00:00 EDT 2013,update Aether javadoc link,Herv� Boutemy,commit
e185e02f51a4dcba54580cccdbceb54cf4ef0bb8,Sat Jun 29 00:00:00 EDT 2013,upgrade maven-javadoc-plugin to 2.9.1  for CVE fix,Herv� Boutemy,commit
271761de84772711f6b7bbb126f34daa78fc6cb1,Thu Jun 27 00:00:00 EDT 2013,[maven-release-plugin] prepare for next development iteration ,Jason van Zyl,commit
893ca28a1da9d5f51ac03827af98bb730128f9f2,Thu Jun 27 00:00:00 EDT 2013,[maven-release-plugin] prepare release maven-3.1.0 ,Jason van Zyl,commit
09e77b53f0361fea3ddefb891c6b744447525b95,Sun Jun 23 00:00:00 EDT 2013,Revert "[maven-release-plugin] prepare release maven-3.1" This reverts commit a47ef06832bff888928c66c525e18439b7a3c0f3. ,Jason van Zyl,commit
87e59727260acadc9bea6acd67f7efbe35e07c38,Sun Jun 23 00:00:00 EDT 2013,Revert "[maven-release-plugin] prepare for next development iteration" This reverts commit e22b2fa16a14551b6a9f8fd5776d21cf5ef6c663. ,Jason van Zyl,commit
e22b2fa16a14551b6a9f8fd5776d21cf5ef6c663,Sun Jun 23 00:00:00 EDT 2013,[maven-release-plugin] prepare for next development iteration ,Jason van Zyl,commit
a47ef06832bff888928c66c525e18439b7a3c0f3,Sun Jun 23 00:00:00 EDT 2013,[maven-release-plugin] prepare release maven-3.1 ,Jason van Zyl,commit
21907a74e7aa802ab19e0ab68ca1116f847776b4,Fri Jun 14 00:00:00 EDT 2013,Revert "Code cleanup - It's better (for perfs) to use a chain of append() calls than a unique append with several Strings concatenations" This reverts commit c8e94a5b085b1cb1543861d40db7a7a108bef499. Decreases too much the code readibility ,Arnaud He?ritier,commit
456268af61206a14e492c5983d7f045fc7254531,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - �Remove Redundant Cast(s) ,Arnaud He?ritier,commit
da48cfff8381a28f69bc22693d19b97484d46ab0,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Redundant array creation for calling varargs method ,Arnaud He?ritier,commit
d92746dc25bdce073571cf6fd8f78d6573fe75f0,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Maven requires Java 5+ : Replace for and while loops by for each ,Arnaud He?ritier,commit
1f84f8f29631fcd50873ae9cd89f9e8a7600e349,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Maven requires Java 5+ : Replace String.indexOf() by String.contains() ,Arnaud He?ritier,commit
9e5183f0ad9dc2bdbf0feaabd9c70a4d26b79382,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Various code simplifications (tests  loops  �) ,Arnaud He?ritier,commit
87a5532eb9100f52a4cc724d2c38ec1806711b46,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Remove useless semi-colons ,Arnaud He?ritier,commit
c8e94a5b085b1cb1543861d40db7a7a108bef499,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - It's better (for perfs) to use a chain of append() calls than a unique append with several Strings concatenations ,Arnaud He?ritier,commit
c747fbe4c916c92486f27c4fc25113150d948f6c,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Remove useless .toString() ,Arnaud He?ritier,commit
a2897f86b3628d1ba8b7fe4a79eef46f2545f13e,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Maven requires Java 5+ : Remove unnecessary unboxing ,Arnaud He?ritier,commit
96db1abbe9ab3e52dc438cd5c25ae4366dcf2e32,Tue Jun 11 00:00:00 EDT 2013,Code cleanup - Maven requires Java 5+ : Remove unnecessary boxing ,Arnaud He?ritier,commit
143216f93a8b6be55c3d2882aeda3c1e8db53edc,Tue Jun 11 00:00:00 EDT 2013,Fix misprint ,Arnaud He?ritier,commit
4e24edbcfe6986538a7cb69807d38756bca8f349,Sun Jun 02 00:00:00 EDT 2013,Add missing carriage return after version details ,Arnaud He?ritier,commit
4ec06bf67cc6bdffa026f46c5836e3bc895865ed,Sun Jun 02 00:00:00 EDT 2013,default m-site-p plugin is 3.3,Herv� Boutemy,commit
e1286aea837e6a58eae8058570589e6d57f55a9a,Sat Jun 01 00:00:00 EDT 2013,[maven-release-plugin] prepare for next development iteration ,Jason van Zyl,commit
c726cdd3a9ad5c3a419e1171f8c1925e336ead18,Sat Jun 01 00:00:00 EDT 2013,[maven-release-plugin] prepare release maven-3.1.0-alpha-1 ,Jason van Zyl,commit
ac64dd6bb6096e8dbd54e3520208e5737fb1c804,Wed May 29 00:00:00 EDT 2013,[MNG-5482] detect missing Sonatype Aether classes to give a hint to AetherClassNotFound Wiki article,Herv� Boutemy,commit
22d74b0df9708709a31b2774f026df5e817e2eac,Wed May 29 00:00:00 EDT 2013,Fix errors reported by DOAP  shortened descriptions where required (DOAP accepts max 10 words) ,rfscholte,commit
d92f6ee23b80b7256edc8daed7e03a51ee03cef0,Wed May 29 00:00:00 EDT 2013,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/maven ,rfscholte,commit
2fea34f701041befbcbe9a64dab103c2e7d5f3de,Wed May 29 00:00:00 EDT 2013,fix typo and use names from their respective POMs ,Brett Porter,commit
b0a83f62598b59e45d2af1ace0a00ddecc22d419,Tue May 28 00:00:00 EDT 2013,o update notice to reflect Aether and Sisu coming from the Eclipse Foundation ,Jason van Zyl,commit
4cc6a3fdef10dc87a81086ad3920b35a0ab31d67,Tue May 28 00:00:00 EDT 2013,Fix Javadoc warnings ,rfscholte,commit
bd6beaa925a971855e3f840c6c409e567bb07472,Tue May 28 00:00:00 EDT 2013,Adjust Copyright year ,rfscholte,commit
e1807abfbc8bae12ccb493d5b1ff54954b0168fa,Tue May 28 00:00:00 EDT 2013,Replace package.html with package-info.java ,rfscholte,commit
85eed72eb165e12a8f50927d199d9bd94b44a26c,Tue May 28 00:00:00 EDT 2013,In the canonical pom order  i.e. our pom.xml code style  <pluginManagement> comes before <plugins> ,Stephen Connolly,commit
bfcf03d42c37bce5bf16a1ab689073109d191bf7,Tue May 28 00:00:00 EDT 2013,Add RAT check to the release profile - Will ensure that the license header checks continue to pass. - Noticed a strange "bug" in that I need to set <inherited>true</inherited> in the profile which then    infects the non-inherited configuration outside the profile to all child projects. Not critical in this    case  but none the less an unexpected consequence. Most likely would be resolved by switching    to executions but that would require more duplication. ,Stephen Connolly,commit
348f7164336e4c2209255daa2acdfcdfcaa8fa5e,Tue May 28 00:00:00 EDT 2013,Add Apache RAT pluging configuration to exclude files that have a legitimate reason for being excluded - We should maybe review this list periodically  but to my mind there are legitimate reasons for excluding all of these files from the ASL license header requirements ,Stephen Connolly,commit
c6c6bdc49f2fba726eb8787064ca0a7db79fb506,Tue May 28 00:00:00 EDT 2013,Add ASL license header ,Stephen Connolly,commit
326303e22a7621b4bee7210b695e9ed68e53f449,Sat May 25 00:00:00 EDT 2013,[maven-release-plugin] prepare for next development iteration ,Jason van Zyl,commit
42b69f0b0a326d25442a05348a88e360f47e2443,Sat May 25 00:00:00 EDT 2013,[maven-release-plugin] prepare release maven-3.1.0-alpha-1 ,Jason van Zyl,commit
e55a51094b1cb5ea28071c5602afa1cade272984,Sat May 25 00:00:00 EDT 2013,o remove snapshot repository ,Jason van Zyl,commit
f34b4fbdfc543c29bce11754996183b5c1a0fbc4,Thu May 23 00:00:00 EDT 2013,[MNG-5477] finally removed reporting plugin version validation since a warning is issued in maven-site-plugin in case of missing version. Then removed reporting plugin version injection too,Herv� Boutemy,commit
00b902909460d0561f5df93c34d85b603eb294f2,Thu May 23 00:00:00 EDT 2013,[maven-release-plugin] prepare for next development iteration ,Jason van Zyl,commit
32d720ea0c669d4f55c0f71e4f3e054695648732,Thu May 23 00:00:00 EDT 2013,[maven-release-plugin] prepare release maven-3.1.0-alpha-1 ,Jason van Zyl,commit
4db66fd06c4be19b85ee2398cbfbb2e5a6bef4e2,Mon May 20 00:00:00 EDT 2013,[MNG-5477] inject pluginManagement and build plugins versions into report plugins to avoid validation warnings,Herv� Boutemy,commit
ed1501ecb5505895de0a62e39221d7175c003748,Mon May 20 00:00:00 EDT 2013,[MNG-5477] check warning issued when no version in reporting section ,Herv� Boutemy,commit
15a13529b3ff69716c692a757353c7ff74461207,Sun May 19 00:00:00 EDT 2013,added a note about module=artifactId recommendation,Herv� Boutemy,commit
adf65b8599ed2afba32fdc29d601a40a390cb290,Sat May 18 00:00:00 EDT 2013,more sensible value for version: 4.0.0+ instead of 4.0.0  since the vast majority from actual pom version will remain in future versions,Herv� Boutemy,commit
f8cda9db6082fb17aa0b2629fdfa2798bcb39147,Sat May 18 00:00:00 EDT 2013,[MNG-5480] added documentation about default url values calculated from parent pom,Herv� Boutemy,commit
7d359445d1ca21badaf4481c379939bbf531a822,Sat May 18 00:00:00 EDT 2013,[MSITE-484] reporting section cannot be deprecated in Maven core for the moment,Herv� Boutemy,commit
9404499ccdf27f6505ba4538130168c411f41eea,Sat May 18 00:00:00 EDT 2013,maven-dependency-plugin 2.8 released  now compatible with Eclipse Aether,Herv� Boutemy,commit
deacaadf60a4c3a3be8cd364b88113e1c4e46025,Thu May 16 00:00:00 EDT 2013,use maven-project-info-reports-plugin 2.7  which has better git support,Herv� Boutemy,commit
204f96955acb9fe4eaa8a990cb270ff25f4a52f4,Mon May 13 00:00:00 EDT 2013,maven-site-plugin 3.3 released,Herv� Boutemy,commit
d6f02bb40689cdd7e57e519341d4084e31566723,Thu Apr 25 00:00:00 EDT 2013,added a notice for the MSITE-687 workaround,Herv� Boutemy,commit
fa47f650cbfec7a07135cfc380a9cee0d2faa144,Tue Apr 09 00:00:00 EDT 2013,added unit testst back after Eclipse Aether migration,Herv� Boutemy,commit
d7b31b3c907de766613443534e366dc870707bb8,Tue Apr 09 00:00:00 EDT 2013,reapplied commit 994a27d0043d9e6fbdd33805dc61ef0fe1f2d081 after Eclipse Aether merge: removed code duplication: maven-core should use base MavenRepositorySystemUtils provided by maven-aether-provider as a basis before adding environment configuration instead of copy/paste Aether configuration,Herv� Boutemy,commit
1e5a78792b1040dda1eecab7e4bd136da5801b2b,Tue Apr 09 00:00:00 EDT 2013,accounted for Eclipse Aether API change,Herv� Boutemy,commit
95fbf6f445265b19578c0c54b2f20e2ead14b119,Sat Mar 30 00:00:00 EDT 2013,[maven-release-plugin] prepare for next development iteration ,Jason van Zyl,commit
262b9bb1ef91d1414e5162d9dd0f5522e7186202,Sat Mar 30 00:00:00 EDT 2013,[maven-release-plugin] prepare release maven-3.1.0-alpha-1 ,Jason van Zyl,commit
08eab1953dd36865afda79487e9728cd5a377fbc,Sat Mar 30 00:00:00 EDT 2013,o revert release plugin commits ,Jason van Zyl,commit
01c969e1eb8115c25859ff2cf2fcfd3660f5bf6a,Sat Mar 30 00:00:00 EDT 2013,[maven-release-plugin] prepare for next development iteration ,Jason van Zyl,commit
2decac4869028022c3a19767bed90b2286a1784e,Sat Mar 30 00:00:00 EDT 2013,[maven-release-plugin] prepare release maven-3.1.0 ,Jason van Zyl,commit
42962fa281781917b5a0c0e9cb2bb33950051328,Sat Mar 30 00:00:00 EDT 2013,code formatting,Herv� Boutemy,commit
973673721b138e8dde68997fe198dff1417c2299,Sat Mar 30 00:00:00 EDT 2013,[MNG-5456] Incorrect exception handling in parallel build ,Kristian Rosenvold,commit
eb164f514caf30c2a2e7e23b970f5eb3169f9624,Sat Mar 23 00:00:00 EDT 2013,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/maven ,Jason van Zyl,commit
34a8c6ce3b54ff28cdf682df2699b2849c717182,Sat Mar 23 00:00:00 EDT 2013,Use Eclipse/Sisu 0.0.0.M2a milestone Signed-off-by: Jason van Zyl <jason@tesla.io> ,Stuart McCulloch,commit
833b5f0e93b626bcead6520878d716e82a159d3d,Tue Mar 19 00:00:00 EDT 2013,fixed merge conflicts,Herv� Boutemy,commit
2d7069b6e35844207b77d59674e87660fd0061a9,Tue Mar 19 00:00:00 EDT 2013,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/maven ,Jason van Zyl,commit
c5f161a8d6855222be1bc3cb167d46bb18aaf167,Tue Mar 19 00:00:00 EDT 2013,Avoid mixing two flavours of Guice on the classpath. Note: the main blocker to using Google-Guice for Maven3 is the lack of a release with the new ProvisionListener API  which is needed to support Plexus lifecycles. While there are other fixes/features in Sisu-Guice that are nice-to-have (such as removal of the big global singleton lock) they aren't strictly required for Maven3. Signed-off-by: Jason van Zyl <jason@tesla.io> ,Stuart McCulloch,commit
e438f1140e1072f6a02146deb074a331bed7500c,Mon Mar 18 00:00:00 EDT 2013,added information about encoding configuration,Herv� Boutemy,commit
10983877dcd8649169d184f75e767edf4f5ec4e1,Mon Mar 18 00:00:00 EDT 2013,removed unused configuration,Herv� Boutemy,commit
f50ae7b059fd52f1f5a79a79d9eb9ea803918638,Mon Mar 18 00:00:00 EDT 2013,o Merge branch 'master' into eclipse-aether Conflicts: maven-embedder/src/main/java/org/slf4j/impl/MavenSlf4jSimpleFriend.java pom.xml ,Jason van Zyl,commit
8b97b0a2dae4ab8b8b5cc614ca58b329af2ce6ff,Mon Mar 18 00:00:00 EDT 2013,Fix call to SimpleLoggerFactory.reset method (use LoggerFactory to make sure we get the right instance to reset  as SimpleLoggerFactory.INSTANCE is not actually used by slf4j-simple's StaticLoggerBinder) and remove temporary reflection workaround Signed-off-by: Jason van Zyl <jason@tesla.io> ,Stuart McCulloch,commit
2ec0a6b69fc699f4f75a5a69bf94b6cc1799542b,Mon Mar 18 00:00:00 EDT 2013,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/maven ,Jason van Zyl,commit
cc2da2fabe0c89a975dd472661af5e3c7b1b7538,Mon Mar 18 00:00:00 EDT 2013,o using slf4j 1.7.4 which adds the method to clear the logger cache o update the code to use slf4j 1.7.4 o the logging failures in the embedded ITs are now fixed ,Jason van Zyl,commit
33abdd2ccf98128bd43c42268c957e17a85b1397,Sun Mar 17 00:00:00 EDT 2013,o update to slf4j 1.7.3 and use logger factory reset() ,Jason van Zyl,commit
317e7c6238f233f5507a62ad84c083a87d41caaf,Sun Mar 17 00:00:00 EDT 2013,removed unused properties,Herv� Boutemy,commit
4849df9183bb2c03b49f0a71c48943dbfdb0a32e,Fri Mar 15 00:00:00 EDT 2013,Reverting some unexpected aether dependency changes to the top-level pom which broke the build Signed-off-by: Jason van Zyl <jason@tesla.io> ,Stuart McCulloch,commit
cf4d0be0aeebb2b4b2ab4473c416b46f87716d0f,Fri Mar 15 00:00:00 EDT 2013,o using snapshot version of sisu to vet any issues  and adding ossrh as a snapshot repository while testing ,Jason van Zyl,commit
bd4c38b7fda9adbf33e008da25cfc690e87c785a,Fri Mar 15 00:00:00 EDT 2013,o using snapshot version of sisu to vet any issues  and adding ossrh as a snapshot repository while testing ,Jason van Zyl,commit
ebf2e4ddeaee2c7634a66b7c08bf4bf197768896,Thu Mar 14 00:00:00 EDT 2013,Merge branch 'eclipse-aether' of github.com:tesla/tesla-build into eclipse-aether Conflicts: .gitignore pom.xml ,Jason van Zyl,commit
2c2bf6e6e5b06c35a935ca69c5dcb54b381baf46,Wed Mar 13 00:00:00 EDT 2013,Use Eclipse/Sisu 0.0.0.M2 milestone Signed-off-by: Jason van Zyl <jason@tesla.io> ,Stuart McCulloch,commit
41a292d9a269f656ec8b35b44ad78b997c47b653,Sat Mar 09 00:00:00 EST 2013,[MNG-5213] Verify time formatting ,rfscholte,commit
c138fe884d2335e7ed94b311f359c4c4f9f1eb0f,Tue Mar 05 00:00:00 EST 2013,add Stuart in contributor section ,olivier lamy,commit
57954042c52c1901275bd049fa44508f5a7b5222,Tue Mar 05 00:00:00 EST 2013,[MNG-5445] Missing PathTranslator @Requirement in org.apache.maven.project.interpolation.StringSearchModelInterpolator Submitted by Stuart McCulloch. ,olivier lamy,commit
9b58a3cfdccd4f7998f3f1d39a8687858248f76d,Sun Mar 03 00:00:00 EST 2013,MNG-5444 fixed building MavenProject from ModelSource To maintain compatibility with (the extremely unlikely) existing implementations of ModelSource  the new API methods are provided via optional ModelSource2 interface. Updated javadoc to encourage use of the new API. Signed-off-by: Igor Fedorenko <igor@ifedorenko.com> ,Igor Fedorenko,commit
ef06aab96d637ebd91bfe1c38557a42b94b13e40,Sun Mar 03 00:00:00 EST 2013,updated ${maven.build.version} example to show the actual git format,Herv� Boutemy,commit
d659d21df1598ad98075222c1657400a0c17f1c9,Fri Mar 01 00:00:00 EST 2013,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/maven ,rfscholte,commit
f6f4ef5e03fe208d3c52a297a7fc6b7a819bb48c,Fri Mar 01 00:00:00 EST 2013,[MNG-3131] Error message is misleading if a missing plugin parameter is of a type like List ,rfscholte,commit
80e01fea5bd87071b61519690a9529f079d0d45d,Wed Feb 27 00:00:00 EST 2013,Reverted 1a1fe6d50802713d969ed08d6fa06dec53cf90e9 to make things workproperly on java5/windows ,Kristian Rosenvold,commit
0645eb72fe5acbf29489fc1e205e1b08e8a089ea,Tue Feb 26 00:00:00 EST 2013,update Modello version,Herv� Boutemy,commit
28721c35e0f66757576335752f00693256d7afee,Sun Feb 24 00:00:00 EST 2013,idea can produce out directory so ignore it ,olivier lamy,commit
c5c1eab6653ed04eb1157db1a9a8bf60fd46023f,Fri Feb 22 00:00:00 EST 2013,Add javadoc ,rfscholte,commit
b5a038907f17b822b6d0a2facbf3791fc9f7c240,Tue Feb 19 00:00:00 EST 2013,[maven-release-plugin] prepare for next development iteration ,olivier lamy,commit
01de14724cdef164cd33c7c8c2fe155faf9602da,Tue Feb 19 00:00:00 EST 2013,[maven-release-plugin] prepare release maven-3.0.5 ,olivier lamy,commit
de40fe19a8aabd6b9c9e7a1c24b1dc244279faaa,Sat Feb 16 00:00:00 EST 2013,o update for changes in Aether APIs ,Jason van Zyl,commit
56cd921fbd7e027457ad6f45f53d57ee1e4a90bf,Sat Feb 16 00:00:00 EST 2013,MNG-3131: Error message is misleading if a missing plugin parameter is of a type like List ,rfscholte,commit
137cbd8a9772343f5fa5e48ca0a3cce4fe8e4331,Thu Feb 14 00:00:00 EST 2013,Merge branch 'trunk' into eclipse-aether Conflicts: maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java maven-aether-provider/src/test/java/org/apache/maven/repository/internal/AbstractRepositoryTestCase.java maven-aether-provider/src/test/java/org/apache/maven/repository/internal/DefaultVersionResolverTest.java maven-core/src/main/java/org/apache/maven/DefaultMaven.java maven-core/src/main/java/org/apache/maven/plugin/internal/DefaultLegacySupport.java maven-core/src/main/java/org/apache/maven/plugin/prefix/PluginPrefixResult.java maven-embedder/src/main/java/org/apache/maven/cli/transfer/Slf4jMavenTransferListener.java pom.xml src/site/site.xml ,Jason van Zyl,commit
8181e7c7fa2ba104187710175c02ad2d042504b9,Thu Feb 14 00:00:00 EST 2013,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/maven into trunk ,Jason van Zyl,commit
3868007bf59e28da983e27d13eeccbaf0756c95d,Thu Feb 14 00:00:00 EST 2013,o missed mvn in the merge ,Jason van Zyl,commit
27ad9858d215e40ab4853428c144554ae1bbb981,Thu Feb 14 00:00:00 EST 2013,Merge branch 'aether' of github.com:bentmann/maven-3 into eclipse-aether Conflicts: .gitignore apache-maven/pom.xml maven-aether-provider/pom.xml maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadataGenerator.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenRepositorySystemSession.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenServiceLocator.java maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadataGenerator.java maven-artifact/pom.xml maven-compat/pom.xml maven-compat/src/test/java/org/apache/maven/project/AbstractMavenProjectTestCase.java maven-compat/src/test/java/org/apache/maven/project/LegacyLocalRepositoryManager.java maven-core/pom.xml maven-core/src/main/java/org/apache/maven/DefaultMaven.java maven-core/src/main/java/org/apache/maven/ReactorReader.java maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginRealmCache.java maven-core/src/main/java/org/apache/maven/project/DefaultProjectDependenciesResolver.java maven-core/src/main/resources/META-INF/plexus/artifact-handlers.xml maven-core/src/test/java/org/apache/maven/AbstractCoreMavenComponentTestCase.java maven-core/src/test/java/org/apache/maven/project/AbstractMavenProjectTestCase.java maven-core/src/test/java/org/apache/maven/project/LegacyLocalRepositoryManager.java maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java maven-core/src/test/java/org/apache/maven/repository/TestRepositoryConnector.java maven-core/src/test/java/org/apache/maven/settings/PomConstructionWithSettingsTest.java maven-embedder/pom.xml maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java maven-model-builder/pom.xml maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java maven-model/pom.xml maven-plugin-api/pom.xml maven-plugin-api/src/main/mdo/plugin.mdo maven-plugin-api/src/site/apt/index.apt maven-repository-metadata/pom.xml maven-settings-builder/pom.xml maven-settings/pom.xml pom.xml src/site/site.xml ,Jason van Zyl,commit
39d063a4354ef28300ffa37af290824e7f656484,Thu Feb 14 00:00:00 EST 2013,o remove unecessary setup for svn ,Jason van Zyl,commit
38d132b64d0e176456b9720f5acf56ce7decf457,Thu Feb 14 00:00:00 EST 2013,Merge branch 'trunk' of github.com:apache/maven-3 into trunk Conflicts: apache-maven/src/bin/mvn maven-embedder/src/site/apt/logging.apt ,Jason van Zyl,commit
b1b526ac9eaeb472346ced481940dbd729ac3d62,Mon Feb 11 00:00:00 EST 2013,Improve description ,rfscholte,commit
353f73bf22aae9a585e190978b5d81883a2c89e6,Mon Feb 11 00:00:00 EST 2013,Fix typo ,rfscholte,commit
40ecab772cfd5412d0b5464abec8a477bbdea8c3,Sun Feb 10 00:00:00 EST 2013,use released wagon 2.4 ,olivier lamy,commit
aab6e6df77beab75d0a2f8badffc7840a3dc5248,Sun Feb 10 00:00:00 EST 2013,use released wagon 2.4 ,olivier lamy,commit
