issue_id,issue_resolved_date,issue_resolution,issue_content,issue_priority,issue_assignee,issue_assignee_username,issue_created_date,issue_summary,issue_status,issue_type
MNG-518,Fri Jul 22 00:00:00 EDT 2005,Fixed,Here's what I get: org.apache.maven.artifact.InvalidArtifactRTException: For artifact  {org.apache.maven.plugins:null:1.0-SNAPSHOT:jar} : The artifactI d cannot be empty.         at org.apache.maven.artifact.DefaultArtifact.validateIdentity(DefaultArtifact.java:97)         at org.apache.maven.artifact.DefaultArtifact.&lt;init&gt;(DefaultArtifact.java:85) There are 2 problems with this: 1/ If the artifactId is not specified there's no point in writing null in  {org.apache.maven.plugins:null:1.0-SNAPSHOT:jar} . I'd rather that the full location of the pom.xml file be specified 2/ It seems that the problem does not come from my plugin but rather from one of its dependency. It would be nice to know which one... ,Major,Brett Porter,brettporter,Fri Jun 24 00:00:00 EDT 2005,[MNG-518] InvalidArtifactRTException exception should be more precise,Closed,improvement
MNG-5181,Thu Jan 31 00:00:00 EST 2013,Fixed,I just discover the change introduced in Maven 3.x to try to improve the resolution mechanism and to avoid to use a local artifact which may not be available in its remote repository :  https://cwiki.apache.org/confluence/display/MAVEN/Maven+3.x+Compatibility+Notes#Maven3.xCompatibilityNotes-ResolutionfromLocalRepository Even if the feature is interesting it has several problems : When an artifact isn't accessible from its remote repository it isn't used by maven which replies a classical "dependency not found error". It is really annoying for a user with some Maven 2 skills which will have a look at his local repo  will find the artifact and won't understand why Maven doesn't use it. At least the error reported by Maven should be clear that even if the dependency is available locally  it isn't used because it's remote repository isn't available. This behavior cannot be configured to be only a warning for example. It is really annoying because it doesn't take care of some context and constraints we may have in a development team. Let's imagine that the remote artifact is really removed. Cool Maven broke the build to warn us. But it brakes the build of all the team whereas perhaps only one of them may try to solve the issue (and it can be a long resolution). Thus having the ability to configure if this control is blocker or warning may allow the team to configure it as blocker on the CI server and as warning on the development environment. This behavior may introduce some bad practices for example when we are using a staging feature on a repository manager. In our case my teams have a dedicated profile to activate a staging repository when we are validating a release. I recommend to not have this profile always activated but to do it only on-demand to avoid them to DL staging stuffs they don't need. With this new feature they need for all builds they run to activate this staging profile while binaries are stored in it. When you have to do it 20 times per day minimum let's imagine what the developer does : It adds it as an alwaysActive profile and then forget to remove it when the release is ended. For all these reason I would like we improve this feature to make it more usable and before all bet understandable for ours users.,Major,Olivier Lamy (*$^�%`�),olamy,Thu Oct 06 00:00:00 EDT 2011,[MNG-5181] New resolution from local repository is very confusing,Closed,improvement
MNG-5200,Tue Nov 15 00:00:00 EST 2011,Fixed, ,Major,Olivier Lamy (*$^�%`�),olamy,Mon Nov 14 00:00:00 EST 2011,[MNG-5200] upgrade plugin versions in super pom,Closed,improvement
MNG-5201,Thu Nov 17 00:00:00 EST 2011,Fixed, ,Major,Olivier Lamy (*$^�%`�),olamy,Thu Nov 17 00:00:00 EST 2011,[MNG-5201] upgrade aether to 1.13 and sisu to 2.3.0,Closed,improvement
MNG-521,Wed Jul 27 00:00:00 EDT 2005,Fixed,Currently m2 pom require to have explicit version of the parent pom in all submodules. This should work fine for "standalone" artifacts. However there is different type of projects (e.g. EAR) that is usually stored in version control as a whole thing and may contain multiple modules (ejb jars  rar  war  etc) that are build with the same version as entire EAR. So  EAR application released with a single global version for all submodules. In m1 this was possible to specify relative path to parent pom and use version substitution in child modules and deployer goal was substituting values for version numbers upon deployment. For this kind of modules it is very important to have single palce that will have global version number  which then used for submodules. It is also make sense to kee optional relative path (that can be also removed/replaced with concrete parent id/version upon deployment) to support local build. I believe this is very important for J2EE builds as well as any other projects that are releasing multiple artifacts/jars under the same version  (e.g. ASM  XDoclet).,Blocker,John Casey,jdcasey,Fri Jun 24 00:00:00 EDT 2005,[MNG-521] Version inheritance from the parent pom,Closed,improvement
MNG-5239,Sun Mar 31 00:00:00 EDT 2013,Fixed,Integrations with maven logging right now have to be down with primitive piping that loses context of the log. A greatly improved mechanism would be by allowing integration developers to control where and how logs are output and give an much improved integration capability. This could be achieved by exposing the logging configuration to the maven user (through a configuration file such as the log4j.xml).,Major,null,null,Mon Feb 06 00:00:00 EST 2012,[MNG-5239] Maven integration developers would like to be able to override the maven logging appender.,Closed,improvement
MNG-5245,Fri Nov 16 00:00:00 EST 2012,Fixed, ,Major,Olivier Lamy (*$^�%`�),olamy,Tue Feb 14 00:00:00 EST 2012,[MNG-5245] upgrade default plugins versions,Closed,improvement
MNG-5302,Sun Jan 05 00:00:00 EST 2014,Fixed,When doing a parallel build the log messages are mixed up making it hard to determine what module a message comes from. If the thread number is included in the log message it would make it easier to see what is going on  especially when the debug flag is used.,Minor,Robert Scholte,rfscholte,Fri Jun 22 00:00:00 EDT 2012,[MNG-5302] Include thread number in output messages,Closed,improvement
MNG-5338,Fri Sep 07 00:00:00 EDT 2012,Fixed,The overwhelming majority of Maven POMs are in fact named pom.xml. Yet if you want to build a project in another directory  you are forced to specify e.g. -f subdir/pom.xml where /pom.xml ought to be obvious. This simple patch lets you pass a directory to -f in which case the filename pom.xml is assumed. There should be no compatibility issue since 3.0.4 just rejects such paths with a silly error: $ mvn -f /src/maven3 install [INFO] Scanning for projects... [ERROR] The build could not read 1 project -&gt; [Help 1] [ERROR]    [ERROR]   The project  (/src/maven3) has 1 error [ERROR]     Non-readable POM /src/maven3: /src/maven3 (Is a directory) (I made an analogous change for Ant 1.8.3 in revision 1204655.),Minor,Olivier Lamy (*$^�%`�),olamy,Wed Aug 29 00:00:00 EDT 2012,[MNG-5338] Accept a directory with -f/--file,Closed,improvement
MNG-5350,Sun Oct 14 00:00:00 EDT 2012,Fixed,just got the problem in MBUILDHELPER-43 most goals were marker @threadSafe  only one was missing the marker finding the culprit would have been easier if the error message didn't speak about the overall plugin but pointed to the goal,Minor,Herv� Boutemy,hboutemy,Sat Sep 22 00:00:00 EDT 2012,[MNG-5350] improve @threadSafe error message: tell which goal,Closed,improvement
MNG-537,Fri Jul 01 00:00:00 EDT 2005,Fixed,Some informations in the page at http://maven.apache.org/maven2/building.html are missing in order to help beginners. 1/ an hyperlink to JIRA for MNG: to find quickly issues 2/ an hyperlink to Subversion: for those who don't know this new tool 3/ a correction about the environment variable:  set PATH=%M2_HOME%\bin;%PATH%  instead of  set PATH=%M2_HOME%\bin;$PATH 4/ more explanations about the build itself: as explained in a mail (http://marc.theaimsgroup.com/?l=turbine-maven-dev&amp;m=111990869209029&amp;w=2) I couldn't build successfuly maven 2 without installing the alpha 3 version in the %M2_HOME% directory!,Minor,null,null,Wed Jun 29 00:00:00 EDT 2005,[MNG-537] building maven 2.0 webpage is not clear,Closed,improvement
MNG-5399,Sat Dec 01 00:00:00 EST 2012,Fixed,The version is still locked on 2.0. I'd prefer to upgrade this to 2.3.2.,Major,Robert Scholte,rfscholte,Sat Dec 01 00:00:00 EST 2012,[MNG-5399] Upgrade version of maven-release-plugin in superpom to 2.3.2,Closed,improvement
MNG-5400,Sat Dec 01 00:00:00 EST 2012,Fixed, ,Minor,Robert Scholte,rfscholte,Sat Dec 01 00:00:00 EST 2012,[MNG-5400] Upgrade version of maven-dependency-plugin in superpom to 2.5,Closed,improvement
MNG-5402,Wed Dec 05 00:00:00 EST 2012,Fixed,After the switch to git  executing "mvn -v" we get something like: Apache Maven 3.1.0 (rNON-CANONICAL_2012-12-03_20-03_jvanzyl; 2012-12-04 05:03:32+0100) A better build number for git would be nice.,Minor,Anders Hammar,afloom,Tue Dec 04 00:00:00 EST 2012,[MNG-5402] Better build number for git,Closed,improvement
MNG-5452,Fri Jun 13 00:00:00 EDT 2014,Fixed,The maven.build.timestamp property currently uses the default local timezone. This can lead to problems when this is used in a build  as the output is dependent on the local timezone. It would be nice if it defaulted to UTC  or if it could be configured (maybe similar to maven.build.timestamp.format. See also Eclipse bug 367945 where this is also discussed.,Minor,Jason van Zyl,jvanzyl,Mon Mar 11 00:00:00 EDT 2013,[MNG-5452] ${maven.build.timestamp} should use UTC instead of local timezone (or be configurable),Closed,improvement
MNG-548,Thu Jul 28 00:00:00 EDT 2005,Fixed,I've made a patch to add the projects from the 'reactor' as discovered by DefaultMaven.collectProjects to MavenSession  the plexus Context and make it available to the PluginParameterExpressionEvaluator. This is needed for the maven-eclipse-plugin to be able to make references to other projects (and not to their installed artifacts). Now you can do the following:   /** @parameter expression="$ {reactorProjects} " @required @readonly    */   private List reactorProjects; // List of MavenProject objects  ordered for dependencies. I've had a discussion with trygve about this and he said there was no idea what to do with the reactor. I think for the mean time  this is an elegant enough solution.,Major,Brett Porter,brettporter,Fri Jul 01 00:00:00 EDT 2005,[MNG-548] Add the reactor projects to MavenSession,Closed,improvement
MNG-5480,Sat May 18 00:00:00 EDT 2013,Fixed,as seen in MSITE-672  people don't understand how urls are interpolated from parent when not defined,Major,Herv� Boutemy,hboutemy,Sat May 18 00:00:00 EDT 2013,[MNG-5480] document in POM descriptor reference how urls are interpolated from parent,Closed,improvement
MNG-5481,Mon May 20 00:00:00 EDT 2013,Fixed,As a followup to http://www.mail-archive.com/dev@maven.apache.org/msg96659.html here's a patch that configures  an additional enforcer rule to prevent using dependencies that were compiled with a compiler more recent than the maximum allowed. The proposed patch patches the maven-plugins/pom.xml but if you think this should go somewhere else  don't hesitate to ask. Cheers PS : not perfectly sure this is the right JIRA project  please just tell me if this should be relocated.,Minor,Herv� Boutemy,hboutemy,Mon May 20 00:00:00 EDT 2013,[MNG-5481] Prevent dependency with too recent bytecode from creeping in unnoticed,Closed,improvement
MNG-5482,Wed May 29 00:00:00 EDT 2013,Fixed,In Maven 3.1 Sonatype Aether was replaced by Eclipse Aether where the root package was changed org.sonatype.aether -&gt; org.eclipse.aether Due to this all plugins which are using directly aether have to be updated to support both packages. For now with old plugins the user receive such ugly error : [INFO] Dependency-reduced POM written at: /Users/arnaud/Code/eXo/platform-public-distributions/plf-tomcat-extensions-manager/dependency-reduced-pom.xml [WARNING] Error injecting: org.apache.maven.shared.dependency.graph.internal.Maven3DependencyGraphBuilder java.lang.NoClassDefFoundError: org/sonatype/aether/graph/Dependency at java.lang.Class.getDeclaredMethods0(Native Method) at java.lang.Class.privateGetDeclaredMethods(Class.java:2436) at java.lang.Class.getDeclaredMethods(Class.java:1793) at com.google.inject.spi.InjectionPoint.getInjectionPoints(InjectionPoint.java:674) at com.google.inject.spi.InjectionPoint.forInstanceMethodsAndFields(InjectionPoint.java:366) at com.google.inject.internal.ConstructorBindingImpl.getInternalDependencies(ConstructorBindingImpl.java:165) at com.google.inject.internal.InjectorImpl.getInternalDependencies(InjectorImpl.java:609) at com.google.inject.internal.InjectorImpl.cleanup(InjectorImpl.java:565) at com.google.inject.internal.InjectorImpl.initializeJitBinding(InjectorImpl.java:551) at com.google.inject.internal.InjectorImpl.createJustInTimeBinding(InjectorImpl.java:865) at com.google.inject.internal.InjectorImpl.createJustInTimeBindingRecursive(InjectorImpl.java:790) at com.google.inject.internal.InjectorImpl.getJustInTimeBinding(InjectorImpl.java:278) at com.google.inject.internal.InjectorImpl.getBindingOrThrow(InjectorImpl.java:210) at com.google.inject.internal.InjectorImpl.getProviderOrThrow(InjectorImpl.java:986) at com.google.inject.internal.InjectorImpl.getProvider(InjectorImpl.java:1019) at com.google.inject.internal.InjectorImpl.getProvider(InjectorImpl.java:982) at com.google.inject.internal.InjectorImpl.getInstance(InjectorImpl.java:1032) at org.eclipse.sisu.reflect.AbstractDeferredClass.get(AbstractDeferredClass.java:44) at com.google.inject.internal.ProviderInternalFactory.provision(ProviderInternalFactory.java:86) at com.google.inject.internal.InternalFactoryToInitializableAdapter.provision(InternalFactoryToInitializableAdapter.java:55) at com.google.inject.internal.ProviderInternalFactory$1.call(ProviderInternalFactory.java:70) at com.google.inject.internal.ProvisionListenerStackCallback$Provision.provision(ProvisionListenerStackCallback.java:100) at org.eclipse.sisu.plexus.lifecycles.PlexusLifecycleManager.onProvision(PlexusLifecycleManager.java:134) at com.google.inject.internal.ProvisionListenerStackCallback$Provision.provision(ProvisionListenerStackCallback.java:109) at com.google.inject.internal.ProvisionListenerStackCallback.provision(ProvisionListenerStackCallback.java:55) at com.google.inject.internal.ProviderInternalFactory.circularGet(ProviderInternalFactory.java:68) at com.google.inject.internal.InternalFactoryToInitializableAdapter.get(InternalFactoryToInitializableAdapter.java:47) at com.google.inject.internal.ProviderToInternalFactoryAdapter$1.call(ProviderToInternalFactoryAdapter.java:46) at com.google.inject.internal.InjectorImpl.callInContext(InjectorImpl.java:1054) at com.google.inject.internal.ProviderToInternalFactoryAdapter.get(ProviderToInternalFactoryAdapter.java:40) at com.google.inject.Scopes$1$1.get(Scopes.java:59) at com.google.inject.internal.InternalFactoryToProviderAdapter.get(InternalFactoryToProviderAdapter.java:41) at com.google.inject.internal.InjectorImpl$2$1.call(InjectorImpl.java:997) at com.google.inject.internal.InjectorImpl.callInContext(InjectorImpl.java:1047) at com.google.inject.internal.InjectorImpl$2.get(InjectorImpl.java:993) at org.eclipse.sisu.locators.LazyBeanEntry.getValue(LazyBeanEntry.java:82) at org.eclipse.sisu.plexus.locators.LazyPlexusBean.getValue(LazyPlexusBean.java:52) at org.codehaus.plexus.DefaultPlexusContainer.lookup(DefaultPlexusContainer.java:259) at org.codehaus.plexus.DefaultPlexusContainer.lookup(DefaultPlexusContainer.java:239) at org.apache.maven.shared.dependency.graph.internal.DefaultDependencyGraphBuilder.buildDependencyGraph(DefaultDependencyGraphBuilder.java:60) at org.apache.maven.plugins.shade.mojo.ShadeMojo.updateExcludesInDeps(ShadeMojo.java:965) at org.apache.maven.plugins.shade.mojo.ShadeMojo.createDependencyReducedPom(ShadeMojo.java:938) at org.apache.maven.plugins.shade.mojo.ShadeMojo.execute(ShadeMojo.java:544) at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo(DefaultBuildPluginManager.java:105) at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:208) at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:153) at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:145) at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:84) at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:59) at org.apache.maven.lifecycle.internal.LifecycleStarter.singleThreadedBuild(LifecycleStarter.java:183) at org.apache.maven.lifecycle.internal.LifecycleStarter.execute(LifecycleStarter.java:161) at org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:318) at org.apache.maven.DefaultMaven.execute(DefaultMaven.java:153) at org.apache.maven.cli.MavenCli.execute(MavenCli.java:555) at org.apache.maven.cli.MavenCli.doMain(MavenCli.java:214) at org.apache.maven.cli.MavenCli.main(MavenCli.java:158) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) at java.lang.reflect.Method.invoke(Method.java:597) at org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:290) at org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:230) at org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:414) at org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:357) Caused by: java.lang.ClassNotFoundException: org.sonatype.aether.graph.Dependency at org.codehaus.plexus.classworlds.strategy.SelfFirstStrategy.loadClass(SelfFirstStrategy.java:50) at org.codehaus.plexus.classworlds.realm.ClassRealm.loadClass(ClassRealm.java:244) at org.codehaus.plexus.classworlds.realm.ClassRealm.loadClass(ClassRealm.java:230) ... 64 more A specific catch of this error may be done to display a more user friendly error,Major,Herv� Boutemy,hboutemy,Wed May 29 00:00:00 EDT 2013,[MNG-5482] Catch NoClassDefFoundError org/sonatype/aether,Closed,improvement
MNG-549,Thu Jul 28 00:00:00 EDT 2005,Fixed,&#91;depends on MNG-548&#93; This patch will make maven-eclipse-plugin check the projects in the reactor when it adds dependencies to the generated .classpath file. If one of the projects in the reactor produces that exact artifact (groupId/artifactId/version checking) a reference to the project itself is included  not a reference to M2_REPO/group/artifact/version/..... This was stated as a TODO in the plugin.,Major,Brett Porter,brettporter,Fri Jul 01 00:00:00 EDT 2005,[MNG-549] Make maven-eclipse-plugin reactor aware [patch included],Closed,improvement
MNG-550,Sun Jul 17 00:00:00 EDT 2005,Fixed,Replaces the general.fml from the maven-site module,Minor,Brett Porter,brettporter,Mon Jul 04 00:00:00 EDT 2005,[MNG-550] new General Information site page,Closed,improvement
MNG-5502,Mon Aug 19 00:00:00 EDT 2013,Fixed,Please update Aether to version 0.9.0.M3. Patch attached. After update Maven builds  all tests pass. Maven can rebuild itself and other projects.,Major,null,null,Mon Aug 12 00:00:00 EDT 2013,[MNG-5502] Update Aether to 0.9.0.M3,Closed,improvement
MNG-5504,Sat Mar 21 00:00:00 EDT 2015,Fixed,Similar to MINSTALL-48  don't create checksums when deploying a gpg signature file along with the artifact. Currently we end up with filename.asc  filename.asc.md5 and filename.asc.sha1 in the remote repository  and only filename.asc is necessary.,Minor,Olivier Lamy (*$^�%`�),olamy,Sat Feb 23 00:00:00 EST 2008,[MNG-5504] Don't add checksums on gpg signature files,Closed,improvement
MNG-551,Mon Jul 04 00:00:00 EDT 2005,Fixed,Attached patch adds a 'classpathPrefix' property to the ManifestConfiguration so you can specify a prefix for each classpath element. Example: ...    &lt;configuration&gt;     &lt;archive&gt;       &lt;manifest&gt;         &lt;addClasspath&gt;true&lt;/addClasspath&gt;         &lt;classpathPrefix&gt;lib&lt;/classpathPrefix&gt; ...... Now you can build an assembly where your dependent jars are not in the same directory as the executable jar. Use case: a program that is distributed as an self-executable jar (no startup scripts) in the program root can now have it's dependant jars in a lib/ directory  so there's no confusion to the user about which jar to start. It also eliminates the need for platform specific startup scripts.,Minor,null,null,Mon Jul 04 00:00:00 EDT 2005,[MNG-551] Allow adding classpath prefix to manifest Classpath [patch included],Closed,improvement
MNG-5530,Tue Jan 07 00:00:00 EST 2014,Fixed,It'd be nice to have custom Guice scope (http://code.google.com/p/google-guice/wiki/Scopes) for each mojo execution. This would allow mojo execution configuration and related objects to be injected in regular JSR330 components.,Major,igorfie,igorfie,Wed Oct 30 00:00:00 EDT 2013,[MNG-5530] mojo execution guice scope,Closed,improvement
MNG-5534,Tue Aug 26 00:00:00 EDT 2014,Fixed,Please update to Eclipse Sisu 0.1.0 and Sisu Guice 3.1.6. Sisu depends on Guice  but dependency scope changed from "compile" to "provided" in Sisu 0.1.0.  As a Sisu user  Maven needs to have runtime dependency on Guice.,Major,igorfie,igorfie,Wed Nov 13 00:00:00 EST 2013,[MNG-5534] Update to Sisu 0.3.0M1 and Guice 3.2.3,Closed,improvement
MNG-5549,Sun Dec 15 00:00:00 EST 2013,Fixed,As a build extension developer  I would like to be able to receive before/after callback events for project and mojo executions. For project-level events  I need MavenSession and ManveProject (obviously) as well as calculated project execution plain. For mojo executions I need MavenSession  ManveProject  MojoExecution and Mojo instances. The idea is to allow extensions observe and participate project build as a whole  not as set of independent mojo executions.,Major,igorfie,igorfie,Sat Dec 14 00:00:00 EST 2013,[MNG-5549] Provide before/after callbacks for project and mojo execution,Closed,improvement
MNG-5574,Sun Feb 09 00:00:00 EST 2014,Fixed,If I disable stdout on mvn and JAVA_HOME is not set in cron env  I'll never see the error message.,Minor,Michael Osipov,michael-o,Tue Feb 04 00:00:00 EST 2014,[MNG-5574] Write error/warning messages from mvn shell and batch scripts to stderr,Closed,improvement
MNG-5575,Wed Feb 05 00:00:00 EST 2014,Fixed,Current the different build strategies are conflated into Lifecycle starter and it's not very easy to create a new implementation of a strategy that builds the project in a different way and it just makes our code hard to read. Make a first attempt to isolate the strategies and discuss what can be done further. I think it would make sense to remove the weave mode which would greatly simplify the code and allow another set of simplifications.,Major,null,null,Wed Feb 05 00:00:00 EST 2014,[MNG-5575] Separate build strategies into their own implementations,Closed,improvement
MNG-5576,Thu Feb 06 00:00:00 EST 2014,Fixed,Currently warnings will be emitted when there are expressions in versions  a few exceptions should be deemed valid to make continuous delivery easier. The use case is to allow easy versioning of an entire multi-module build that can take a version from an external source like SCM. These are the types of exceptions that will be allowed: 1.0.0.${changelist} 1.0.0.${revision} 1.0.0.${sha1} When a whole build is versioned like this we can avoid churning the POMs in the SCM which makes it a lot easier to see the actual changes in the project. Not a complete solution for continuous delivery but is a step in the right direction and doesn't interfere with currently behavior as it is currently allowed  just warned against.,Major,null,null,Thu Feb 06 00:00:00 EST 2014,[MNG-5576] Allow continuous delivery friendly versions,Closed,improvement
MNG-5578,Sun Feb 09 00:00:00 EST 2014,Fixed,Right now the logic that controls how artifacts are looked up in the reactor is not pluggable which makes it very hard to try new implementations. This may require a custom MavenSession scope.,Major,Jason van Zyl,jvanzyl,Fri Feb 07 00:00:00 EST 2014,[MNG-5578] Make the ReactorReader pluggable in the core,Closed,improvement
MNG-5579,Mon Jan 30 00:00:00 EST 2017,Fixed,Currently   both output two different messages. Shell: Error: JAVA_HOME is not defined correctly.    We cannot execute $JAVACMD while batch says: Error: JAVA_HOME not found in your environment. Please set the JAVA_HOME variable in your environment to match the location of your Java installation. Same applies for M2_HOME. Additionally  testing for the Java command is handled different in both scripts. The batch script relies on JAVA_HOME while the shell script can ignore it. Both should require JAVA_HOME or warn about and use which java  respectively java in  PATH (for %%X in (java.exe) do (set JAVACMD=%%~$PATH:X)) on Windows. After that should proceed to checking M2_HOME. Any thoughts?,Minor,Michael Osipov,michael-o,Sat Feb 08 00:00:00 EST 2014,[MNG-5579] Unify error output/check logic from shell and batch scripts,Closed,improvement
MNG-5581,Sun Feb 09 00:00:00 EST 2014,Fixed,Default lifecycle mapping logic uses &lt;phase&gt; plugin execution configuration element to map to lifecycle instance. For custom lifecycles I would like to be able to provide custom logic. Specific usecase is to be able to define custom lifecycle which only runs specific phase from the default lifecycle and nothing else.,Major,igorfie,igorfie,Sun Feb 09 00:00:00 EST 2014,[MNG-5581] Provide a way to customize lifecycle mapping logic,Closed,improvement
MNG-5582,Mon Feb 10 00:00:00 EST 2014,Fixed,Currently we are throwing away the original set of projects when --projects is used to constrain the set of projects. They should be kept in the even they need to be used. One use case I have is reducing the number of projects being built  but still be able to access the contents of other projects in the reactor. In my case a type of workspace resolution from the command line where I build a set of projects but resolve resolve dependencies from the co-located projects instead of going to the local repository.,Major,null,null,Mon Feb 10 00:00:00 EST 2014,[MNG-5582] Continue to track all the projects in the reactor even if the set is constrained by --projects,Closed,improvement
MNG-5607,Sun Jan 29 00:00:00 EST 2017,Fixed,Currently the  mvn shell script and the mvn.bat using M2_HOME. This should be changed either to MAVEN_HOME or M3_HOME,Critical,Michael Osipov,michael-o,Sat Mar 22 00:00:00 EDT 2014,[MNG-5607] Don't use M2_HOME in mvn shell/command scripts anymore,Closed,improvement
MNG-5608,Sat Mar 29 00:00:00 EDT 2014,Fixed,documentation was improved in MNG-5590 but adding a warning will help users discover the documentation,Major,Robert Scholte,rfscholte,Sun Mar 23 00:00:00 EDT 2014,[MNG-5608] warn if file-based profile activation uses ${project.basedir} since only ${basedir} is supported,Closed,improvement
MNG-5610,Sun Mar 30 00:00:00 EDT 2014,Fixed,The README.txt file in the distro contains some text that should be updated/corrected: Windows 2000/XP (There are other quotes as well around different Windows versions.) We should probably just specify Windows. Please see the file called LICENSE.TXT The file is called LICENSE On Windows  Windows NT and above or Cygwin is required for the startup scripts. Very confusing. What are we saying? Also  the stated link http://maven.apache.org/release-notes.html should be verified if it's the correct one. There was a recent discussion on the dev list around the release notes not being up-to-date. Any changes should be synced with the http://maven.apache.org/download.html#Installation page as well.,Major,Anders Hammar,afloom,Tue Mar 25 00:00:00 EDT 2014,[MNG-5610] README.txt in distro should be updated,Closed,improvement
MNG-562,Fri Jul 08 00:00:00 EDT 2005,Fixed, ,Major,null,null,Fri Jul 08 00:00:00 EDT 2005,[MNG-562] Implement -Dmaven.test.skip=true,Closed,improvement
MNG-5625,Sat May 24 00:00:00 EDT 2014,Fixed,Sample output: [INFO] Using the builder org.apache.maven.lifecycle.internal.builder.singlethreaded.SingleThreadedBuilder with a thread count of 1 This line is extremely long is not really readible. It could be cut down to (options)  1. If a single thread is used  omit completely 2. Cut down to simple class name: &#91;INFO&#93; Using the builder SingleThreadedBuilder with a thread count of 1 3. Cut down to a compressed class name like logback does: &#91;INFO&#93; Using the builder o.a.m.l.i.b.s.SingleThreadedBuilder with a thread count of 1 Line in question: link,Major,Michael Osipov,michael-o,Sun Apr 27 00:00:00 EDT 2014,[MNG-5625] Provide a terse information about the used thread builder,Closed,improvement
MNG-5630,Sat May 10 00:00:00 EDT 2014,Fixed,Currently we have [INFO]  [INFO] &gt;&gt;&gt; maven-javadoc-plugin:2.9.1:aggregate (report:aggregate) @ forked-lifecycle &gt;&gt;&gt; [INFO]  [INFO] &lt;&lt;&lt; maven-javadoc-plugin:2.9.1:aggregate (report:aggregate) @ forked-lifecycle &lt;&lt;&lt; it doesn't tell what is the forked goal or phase  which would be useful proposed new format in case of phase: [INFO]  [INFO] &gt;&gt;&gt; maven-javadoc-plugin:2.9.1:aggregate (report:aggregate) &gt; [lifecycle if any]generate-sources @ forked-lifecycle &gt;&gt;&gt; [INFO]  [INFO] &lt;&lt;&lt; maven-javadoc-plugin:2.9.1:aggregate (report:aggregate) &lt; [lifecycle if any]generate-sources @ forked-lifecycle &lt;&lt;&lt; and in case of goal: proposed new format in case of phase: [INFO]  [INFO] &gt;&gt;&gt; maven-javadoc-plugin:2.9.1:aggregate (report:aggregate) &gt; :goal @ forked-lifecycle &gt;&gt;&gt; [INFO]  [INFO] &lt;&lt;&lt; maven-javadoc-plugin:2.9.1:aggregate (report:aggregate) &lt; :goal @ forked-lifecycle &lt;&lt;&lt; ,Major,Herv� Boutemy,hboutemy,Sat May 10 00:00:00 EDT 2014,[MNG-5630] improve display of forked executions,Closed,improvement
MNG-5631,Mon May 12 00:00:00 EDT 2014,Fixed,Currently you get warnings like this: [INFO] --- maven-site-plugin:3.3:attach-descriptor (attach-descriptor) @ apache-maven --- [INFO] [INFO] --- maven-assembly-plugin:2.4:single (create-distro) @ apache-maven --- [INFO] Reading assembly descriptor: src/main/assembly/bin.xml [WARNING] The following patterns were never triggered in this artifact exclusion filter: o  'junit:junit' o  'commons-logging:commons-logging-api' [INFO] Building zip: /Users/kama/ws-git/apache/maven/apache-maven/target/apache-maven-3.2.2-SNAPSHOT-bin.zip [WARNING] The following patterns were never triggered in this artifact exclusion filter: o  'junit:junit' o  'commons-logging:commons-logging-api' ,Minor,Karl Heinz Marbaise,khmarbaise,Mon May 12 00:00:00 EDT 2014,[MNG-5631] WARNING about not triggered patterns in assembly descriptor,Closed,improvement
MNG-5649,Fri Oct 16 00:00:00 EDT 2015,Fixed,In several spots of Maven Core IAE is thrown where an argument is null. This should be turned into NullPointerException since JDK adheres to is and the description of this exception indicates that and Effective Java does that too. I possible fix version could next minor: 3.3. Is no one is opposed it could even be 3.2.2.,Major,Michael Osipov,michael-o,Sun Jun 15 00:00:00 EDT 2014,[MNG-5649] Use Commons Lang's Validate to intercept invalid input,Closed,improvement
MNG-566,Mon Jul 11 00:00:00 EDT 2005,Fixed,Please add the following entry to the Maven Plugin Matrix: Plugin: Maven XML Beans Plugin Maven 1.x: Yes Maven 2.x: No Author: David Jencks  Brett Porter and Kris Bravo Comments: Maven 2.x support for XML Beans 2.x in progress.,Minor,null,null,Sun Jul 10 00:00:00 EDT 2005,[MNG-566] Maven Plugin Matrix: XML Beans 2.0 support for m2,Closed,improvement
